Kind,Name,CountClassCoupled,CountLineCode,Cyclomatic,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic
Static Method,"org.apache.tools.ant.taskdefs.optional.junit.XalanExecutor.newInstance",,29,3,,,3
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.XalanExecutor.setCaller",,3,1,,,1
Package,"org.apache.tools.ant.taskdefs.optional.metamata",,1124,,,,218
Public Abstract Class,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask",13,177,,3,89,41
Protected Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.AbstractMetamataTask",,4,1,,,1
Public Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.AbstractMetamataTask",,2,1,,,1
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.addAllVector",,5,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.addFileSet",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.checkOptions",,9,3,,,3
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.cleanUp",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.createClasspath",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.createJvmarg",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.createSourcepath",,6,2,,,2
Protected Abstract Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.createStreamHandler",,1,0,,,0
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.createTmpFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.execute",,9,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.execute0",,12,3,,,3
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.generateOptionsFile",,21,5,,,5
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.getFileMapping",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.getMetamataJar",,3,1,,,1
Protected Abstract Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.getOptions",,1,0,,,0
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.scanSources",,20,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.scanSources",,27,6,,,6
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.setHome",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.setMaxmemory",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.setMetamatahome",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.setUp",,15,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit",8,142,,4,87,37
Public Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.MAudit",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.checkOptions",,12,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.cleanUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.createRulespath",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.createSearchpath",,6,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.createStreamHandler",,21,5,,,5
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.getOptions",,50,13,,,13
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setExit",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setFix",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setFullsemanticize",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setList",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setOffsets",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setQuiet",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setTofile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setUnused",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAudit.setVerbose",,3,1,,,1
Class,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParser",4,31,,1,25,4
Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParser.MAuditParser",,4,1,,,1
Static Class,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParser.Violation",0,5,,1,0,0
Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParser.parseLine",,18,3,,,3
Public Class,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParserTest",3,32,,2,19,5
Public Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParserTest.MAuditParserTest",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParserTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParserTest.testFilePathInViolation",,9,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParserTest.testNonViolation",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditParserTest.testViolation",,9,1,,,1
Class,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler",11,113,,1,75,22
Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.MAuditStreamHandler",,4,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.addViolation",,8,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.createPump",,5,1,,,1
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.getDocumentBuilder",,7,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.parseOutput",,12,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.setProcessErrorStream",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.setProcessInputStream",,2,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.setProcessOutputStream",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.start",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.stop",,54,9,,,9
Public Class,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics",8,112,,4,70,24
Public Static Class,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.GranularityAttribute",0,5,,2,0,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.GranularityAttribute.getValues",,3,1,,,1
Public Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.MMetrics",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.checkOptions",,13,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.cleanUp",,10,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.createPath",,6,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.createStreamHandler",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.execute0",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.getOptions",,25,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.setGranularity",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.setTofile",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.transformFile",,31,7,,,7
Public Class,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler",7,149,,1,84,28
Private Static Class,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.ElementEntry",0,14,,1,33,3
Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.ElementEntry.ElementEntry",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.ElementEntry.getIndent",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.ElementEntry.getType",,3,1,,,1
Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.MMetricsStreamHandler",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.createAttributes",,15,3,,,3
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.getConstructType",,22,6,,,6
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.parseOutput",,7,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.processLine",,11,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.setProcessErrorStream",,2,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.setProcessInputStream",,2,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.setProcessOutputStream",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.start",,24,3,,,3
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.startElement",,18,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.stop",,13,3,,,3
Public Class,"org.apache.tools.ant.taskdefs.optional.metamata.MParse",10,189,,3,86,43
Public Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.MParse",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse._execute",,20,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.checkOptions",,18,5,,,5
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.cleanUp",,16,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.createClasspath",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.createJvmarg",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.createSourcepath",,6,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.createStreamHandler",,3,1,,,1
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.createTmpFile",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.execute",,9,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.generateOptionsFile",,19,5,,,5
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.getMetamataLibs",,8,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.getOptions",,24,6,,,6
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setCleanup",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setDebugparser",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setDebugscanner",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setMaxmemory",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setMetamatahome",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setTarget",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setUp",,15,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MParse.setVerbose",,3,1,,,1
Class,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement",0,58,,1,77,10
Constructor,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement.MetricsElement",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement.getIndent",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement.getMetrics",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement.getName",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement.isCompilationUnit",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement.isMethod",,3,1,,,1
Public Static Method,"org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement.parse",,22,4,,,4
Package,"org.apache.tools.ant.taskdefs.optional.net",,933,,,,196
Public Class,"org.apache.tools.ant.taskdefs.optional.net.FTP",8,629,,3,91,107
Public Static Class,"org.apache.tools.ant.taskdefs.optional.net.FTP.Action",1,29,,2,50,8
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.Action.getAction",,20,7,,,7
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.Action.getValues",,3,1,,,1
Protected Class,"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner",1,92,,2,0,21
Public Constructor,"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner.FTPDirectoryScanner",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner.scan",,22,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner.scandir",,63,16,,,16
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.addFileset",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.checkConfiguration",,23,7,,,7
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.createParents",,44,11,,,11
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.delFile",,19,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.doSiteCommand",,17,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.execute",,65,14,,,14
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.getFile",,40,8,,,8
Private Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.handleMkDirFailure",,9,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.isUpToDate",,23,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.listFile",,10,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.makeRemoteDir",,16,5,,,5
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.resolveFile",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.sendFile",,40,8,,,8
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setAction",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setAction",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setBinary",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setChmod",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setDepends",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setIgnoreNoncriticalErrors",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setListing",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setNewer",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setPassive",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setPassword",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setPort",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setRemotedir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setSeparator",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setServer",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setSkipFailedTransfers",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setUmask",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setUserid",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.setVerbose",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.transferFiles",,71,13,,,13
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.FTP.transferFiles",,20,5,,,5
Public Class,"org.apache.tools.ant.taskdefs.optional.net.MimeMail",1,8,,4,0,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.MimeMail.execute",,6,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.net.SetProxy",3,98,,3,73,20
Public Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.applyWebProxySettings",,46,7,,,7
Public Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.execute",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.legacyResetProxySettingsCall",,21,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.setNonProxyHosts",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.setProxyHost",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.setProxyPort",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.setSocksProxyHost",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.setSocksProxyPort",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.optional.net.SetProxy.traceSettingInfo",,6,2,,,2
Public Class,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask",5,153,,3,76,18
Public Class,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient",4,48,,2,0,12
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient.sendString",,12,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient.waitForString",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient.waitForString",,31,8,,,8
Public Class,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead",2,15,,2,0,4
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead.execute",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead.setDefaultTimeout",,5,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead.setTimeout",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask",3,13,,1,66,3
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask.addText",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask.execute",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask.setString",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetWrite",2,10,,2,0,2
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetWrite.execute",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetWrite.setEcho",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.createRead",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.createWrite",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.execute",,28,8,,,8
Private Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.login",,9,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.setInitialCR",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.setPassword",,1,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.setPort",,1,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.setServer",,1,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.setTimeout",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.setUserid",,1,1,,,1
Package,"org.apache.tools.ant.taskdefs.optional.perforce",,608,,,,126
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Add",6,52,,4,60,14
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Add.addFileset",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Add.execP4Add",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Add.execute",,27,8,,,8
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Add.setChangelist",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Add.setCommandlength",,6,2,,,2
Public Abstract Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base",8,90,,3,86,21
Protected Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.execP4Command",,45,10,,,10
Protected Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.execP4Command",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.init",,13,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setClient",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setCmdopts",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setFailonerror",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setPort",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setUser",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setView",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change",3,60,,4,75,7
Public Static Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.backslash",,12,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.execute",,20,2,,,2
Anonymous Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.execute.(Anon_1)",5,11,,2,0,3
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.execute.(Anon_1).process",,10,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.getEmptyChangeList",,21,1,,,1
Anonymous Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.getEmptyChangeList.(Anon_2)",5,16,,2,0,5
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.getEmptyChangeList.(Anon_2).process",,15,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Change.setDescription",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4ChangeTest",1,21,,2,25,4
Public Constructor,"org.apache.tools.ant.taskdefs.optional.perforce.P4ChangeTest.P4ChangeTest",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4ChangeTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4ChangeTest.testBackslash",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4ChangeTest.testSubstitute",,7,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Counter",4,50,,4,55,9
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.execute",,32,6,,,6
Anonymous Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.execute.(Anon_1)",4,10,,2,0,2
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.execute.(Anon_1).process",,9,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.setName",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.setProperty",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.setValue",,4,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Delete",2,15,,4,0,4
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Delete.execute",,9,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Delete.setChange",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Edit",2,15,,4,0,4
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Edit.execute",,9,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Edit.setChange",,3,1,,,1
Public Interface,"org.apache.tools.ant.taskdefs.optional.perforce.P4Handler",1,4,,1,0,0
Public Abstract Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Handler.process",,1,0,,,0
Public Abstract Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Handler.setOutput",,1,0,,,0
Public Abstract Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter",2,61,,1,66,8
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.Reader",2,25,,1,0,5
Public Constructor,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.Reader.Reader",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.Reader.run",,15,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.Reader.setStream",,3,1,,,1
Public Abstract Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.process",,1,0,,,0
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.setOutput",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.setProcessErrorStream",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.setProcessInputStream",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.setProcessOutputStream",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.start",,15,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.stop",,2,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Have",2,5,,4,0,1
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Have.execute",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.optional.perforce.P4Label",3,75,,4,50,9
Public Method,"org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute",,61,6,,,6
