,cbo,noc,cyclomatic,dit,lcom,rfc,wmc,designDefect
65263,0,0,1,0,0,0,1,0
7759,0,0,1,0,0,0,1,0
65032,0,0,0,1,0,1,1,0
63884,0,0,1,0,0,0,1,0
8511,0,0,1,0,0,0,1,0
5016,0,0,0,0,0,0,1,0
8362,0,0,0,0,0,0,0,0
30267,0,0,1,0,0,0,1,0
60383,0,0,1,0,0,0,1,0
9995,1,0,0,1,0,1,3,0
38421,0,0,1,0,0,0,1,0
62077,0,0,0,0,0,0,0,0
3255,0,0,0,0,0,0,4,0
51172,0,0,2,0,0,0,2,0
34831,0,0,1,0,0,0,1,0
60168,0,0,1,0,0,0,1,0
25615,0,0,1,0,0,0,1,0
27557,0,0,13,0,0,0,13,0
6174,0,0,1,0,0,0,1,0
25449,0,0,0,0,0,0,0,0
3687,0,0,0,0,0,0,8,0
7623,0,0,0,0,0,0,5,0
32292,0,0,1,0,0,0,1,0
41369,0,0,1,0,0,0,1,0
54781,0,0,14,0,0,0,14,0
19432,2,0,0,1,19,5,11,0
55025,0,0,1,0,0,0,1,0
361,0,0,0,0,0,0,7,0
40003,0,0,1,0,0,0,1,0
5463,0,0,0,0,0,0,44,0
57138,0,0,1,0,0,0,1,0
20486,1,0,0,1,0,1,1,0
66201,0,0,4,0,0,0,4,0
4584,0,0,0,0,0,0,4,0
5933,0,0,0,0,0,0,0,0
14398,0,0,1,0,0,0,1,0
37904,2,0,0,1,0,1,2,0
10147,0,0,1,0,0,0,1,0
9109,0,0,0,0,0,0,0,0
12912,0,0,1,0,0,0,1,0
39321,0,0,1,0,0,0,1,0
1229,0,0,1,0,0,0,1,0
28372,0,0,1,0,0,0,1,0
8696,0,0,0,0,0,0,7,0
44406,0,0,7,0,0,0,7,0
49340,0,2,0,1,0,2,5,0
41444,0,0,1,0,0,0,1,0
45509,0,0,1,0,0,0,1,0
34439,0,0,1,0,0,0,1,0
52094,0,0,0,0,0,0,0,0
35871,1,0,0,1,50,3,4,0
53361,0,0,1,0,0,0,1,0
37523,0,0,3,0,0,0,3,0
1918,0,0,1,0,0,0,1,0
425,0,0,0,0,0,0,10,0
77697,2,0,0,1,55,3,3,0
9015,0,0,0,0,0,0,2,0
62346,0,0,1,0,0,0,1,0
65331,0,0,2,0,0,0,2,0
270,0,0,0,0,0,0,4,0
50900,0,0,6,0,0,0,6,0
86954,0,0,0,0,0,0,0,0
35663,0,0,1,0,0,0,1,0
59,0,0,1,0,0,0,1,0
35045,1,0,0,2,0,1,1,0
63609,0,0,2,0,0,0,2,0
47771,0,0,1,0,0,0,1,0
15251,0,0,1,0,0,0,1,0
14938,0,0,0,0,0,0,8,0
24891,0,0,1,0,0,0,1,0
46827,0,0,1,0,0,0,1,0
5953,1,0,0,1,0,3,4,0
3625,0,0,0,0,0,0,1,0
14459,0,0,0,1,0,0,0,0
5731,0,0,0,0,0,0,2,0
66026,0,0,1,0,0,0,1,0
21898,0,0,1,0,0,0,1,0
80925,0,0,1,0,0,0,1,0
17419,0,0,1,0,0,0,1,0
618,0,0,0,0,0,0,0,0
64659,0,0,1,0,0,0,1,0
68649,0,0,1,0,0,0,1,0
17979,0,0,1,0,0,0,1,0
14650,0,0,3,0,0,0,3,0
9948,0,0,0,0,0,0,0,0
35287,0,0,4,0,0,0,4,0
437,0,0,0,0,0,0,7,0
12939,3,0,0,2,0,1,1,0
36227,2,0,0,2,0,3,1,0
50100,0,0,1,0,0,0,1,0
11828,0,0,1,0,0,0,1,0
8604,0,0,1,0,0,0,1,0
49594,2,0,0,1,0,2,2,0
5449,0,0,0,2,0,0,0,0
57913,0,0,3,0,0,0,3,0
52173,0,0,1,0,0,0,1,0
37105,0,0,1,0,0,0,1,0
20282,0,0,1,0,0,0,1,0
81676,0,0,1,0,0,0,1,0
6040,0,0,1,0,0,0,1,0
7373,0,0,1,0,0,0,1,0
52234,0,0,1,0,0,0,1,0
6179,0,0,0,0,0,0,10,0
901,0,0,0,0,0,0,2,0
14924,0,0,2,0,0,0,2,0
31517,0,0,3,0,0,0,3,0
18632,0,0,1,0,0,0,1,0
13588,0,0,1,0,0,0,1,0
32655,0,0,0,1,50,2,2,0
38638,0,0,1,0,0,0,1,0
30907,0,0,1,0,0,0,1,0
43949,0,0,0,0,0,0,0,0
12451,0,0,1,0,0,0,1,0
16755,0,0,1,0,0,0,1,0
61177,0,0,1,0,0,0,1,0
47477,0,0,2,0,0,0,2,0
54725,0,0,1,0,0,0,1,0
60179,1,0,0,2,0,7,7,0
8180,0,0,0,0,0,0,3,0
4463,0,0,1,0,0,0,1,0
2831,0,0,0,0,0,0,2,0
19110,0,0,0,1,0,0,0,0
29987,0,0,0,0,0,0,0,0
2069,15,0,0,2,37,19,12,0
24069,0,0,1,0,0,0,1,0
43069,0,0,1,0,0,0,1,0
12408,0,0,1,0,0,0,1,0
24112,0,0,1,0,0,0,1,0
32673,0,0,0,0,0,0,34,0
16740,0,0,1,0,0,0,1,0
23624,0,0,3,0,0,0,3,0
18780,0,0,1,0,0,0,1,0
4901,0,0,0,0,0,0,16,0
31253,0,0,1,0,0,0,1,0
77197,0,0,3,0,0,0,3,0
40285,0,0,1,0,0,0,1,0
20771,0,0,1,0,0,0,1,0
39425,0,0,1,0,0,0,1,0
78465,0,0,0,1,0,2,2,0
26009,0,1,0,0,0,3,0,0
39583,0,0,1,0,0,0,1,0
41925,0,0,0,0,0,0,0,0
57143,0,0,0,0,0,0,0,0
34371,1,0,0,2,0,53,1,0
323,0,0,0,0,0,0,3,0
8598,0,0,2,0,0,0,2,0
39171,2,5,0,0,0,6,0,0
10794,0,0,0,2,0,5,2,0
59667,0,0,1,0,0,0,1,0
51677,0,0,0,0,0,0,6,0
18684,0,0,0,0,0,0,0,0
7949,0,0,1,0,0,0,1,0
84965,1,0,0,1,0,1,1,0
6684,0,0,1,0,0,0,1,0
10236,0,0,1,0,0,0,1,0
63101,0,0,1,0,0,0,1,0
5162,0,0,1,0,0,0,1,0
18459,0,0,3,0,0,0,3,0
30396,0,0,0,0,0,0,0,0
79507,1,0,0,1,50,3,3,0
29445,0,0,2,0,0,0,2,0
10153,0,0,1,0,0,0,1,0
23508,0,0,2,0,0,0,2,0
4655,0,0,0,0,0,0,0,0
58407,0,0,4,0,0,0,4,0
58283,0,3,0,1,0,6,0,0
5449,5,0,0,1,40,5,7,0
3188,0,0,0,0,0,0,12,0
5081,0,0,0,0,0,0,2,0
2828,8,0,0,2,33,14,3,0
7399,0,0,0,0,0,0,0,0
30296,0,0,6,0,0,0,6,0
12199,0,0,2,0,0,0,2,0
58553,0,0,0,0,0,0,0,0
8962,6,0,0,2,35,19,11,0
80179,0,0,1,0,0,0,1,0
56498,0,0,0,0,0,0,23,0
83058,1,1,0,0,0,2,0,0
81188,0,0,2,0,0,0,2,0
12115,0,0,0,0,0,0,0,0
14900,0,0,1,0,0,0,1,0
16693,0,0,1,0,0,0,1,0
34260,0,0,0,1,0,1,1,0
42948,0,0,1,0,0,0,1,0
2449,0,1,0,1,0,1,1,0
7487,0,0,1,0,0,0,1,0
68212,1,0,0,1,0,1,1,0
53249,0,0,1,0,0,0,1,0
80697,0,0,1,0,0,0,1,0
13990,0,0,1,0,0,0,1,0
81114,0,0,3,0,0,0,3,0
3372,0,0,1,0,0,0,1,0
20095,0,0,0,0,0,0,0,0
19796,0,0,1,0,0,0,1,0
15851,0,0,1,0,0,0,1,0
8591,0,0,0,0,0,0,9,0
8233,0,0,1,0,0,0,1,0
38580,3,0,0,2,0,1,6,0
66881,0,0,1,0,0,0,1,0
56918,0,0,1,0,0,0,1,0
2863,0,0,0,0,0,0,0,0
29414,0,0,2,0,0,0,2,0
14733,0,0,1,0,0,0,1,0
20986,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,3,0
36330,0,0,1,0,0,0,2,0
11081,0,0,0,0,0,0,0,0
15692,0,0,1,0,0,0,1,0
50751,0,0,0,3,0,13,4,0
54161,0,0,1,0,0,0,1,0
59554,0,0,0,0,0,0,0,0
27592,0,0,1,0,0,0,1,0
57421,0,0,2,0,0,0,2,0
7359,0,0,0,0,0,0,39,0
857,0,0,0,0,0,0,0,0
23164,0,0,0,0,0,0,0,0
11959,0,0,1,0,0,0,1,0
19664,0,0,1,0,0,0,1,0
12088,6,0,0,1,0,1,2,0
62429,0,0,1,0,0,0,1,0
37534,0,0,1,0,0,0,1,0
8501,0,0,0,0,0,0,26,0
4014,0,0,0,0,0,0,2,0
36141,0,0,1,0,0,0,1,0
30043,0,0,1,0,0,0,1,0
12880,0,0,0,2,0,0,0,0
36404,0,0,1,0,0,0,1,0
48791,1,0,0,1,0,1,1,0
6732,0,0,1,0,0,0,1,0
20014,0,0,1,0,0,0,1,0
9465,0,0,0,0,0,0,0,0
73777,0,0,1,0,0,0,1,0
10959,0,0,1,0,0,0,1,0
7257,0,0,0,0,0,0,0,0
17372,0,0,1,0,0,0,1,0
25249,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,12,0
46739,0,0,1,0,0,0,1,0
18420,0,0,1,0,0,0,1,0
7370,3,0,0,1,0,1,1,0
37284,0,0,2,0,0,0,2,0
46555,0,0,1,0,0,0,1,0
7906,0,0,1,0,0,0,1,0
2559,5,0,0,1,0,1,2,0
8729,0,0,0,0,0,0,2,0
69265,0,0,3,0,0,0,3,0
59793,0,0,1,0,0,0,1,0
39583,0,0,1,0,0,0,1,0
4385,0,0,0,0,0,0,2,0
23065,0,0,1,0,0,0,1,0
6653,0,0,1,0,0,0,1,0
67429,0,0,1,0,0,0,1,0
1369,0,0,0,0,0,0,15,0
34588,0,0,2,0,0,0,2,0
20079,0,0,0,0,0,0,0,0
15297,0,0,1,0,0,0,1,0
1391,0,0,0,0,0,0,9,0
33721,0,0,3,0,0,0,3,0
70099,3,0,0,1,37,4,4,0
59058,1,0,0,1,50,4,4,0
61720,0,0,1,0,0,0,1,0
25869,0,0,2,0,0,0,2,0
6483,0,0,0,0,0,0,2,0
695,0,0,0,0,0,0,31,0
38917,0,0,1,0,0,0,1,0
8215,0,0,1,0,0,0,1,0
4144,0,0,0,0,0,0,56,0
39514,0,0,0,6,0,18,1,0
85820,0,0,3,0,0,0,3,0
2842,0,0,0,0,0,0,3,0
27487,0,0,1,0,0,0,1,0
64327,0,0,1,0,0,0,1,0
10367,0,0,0,1,50,4,4,0
33433,0,0,1,0,0,0,1,0
10594,0,0,1,0,0,0,1,0
69851,0,0,1,0,0,0,1,0
64502,0,0,4,0,0,0,4,0
48745,0,0,1,0,0,0,1,0
1623,0,0,0,0,0,0,0,0
55190,0,0,1,0,0,0,1,0
5168,0,0,1,0,0,0,1,0
6356,0,0,1,0,0,0,1,0
36071,0,0,7,0,0,0,7,0
40168,0,0,0,0,0,0,0,0
9824,0,0,1,0,0,0,1,0
8060,0,0,0,0,0,0,4,0
47135,0,0,0,2,0,1,1,0
10663,0,0,1,0,0,0,1,0
57605,0,0,3,0,0,0,3,0
24178,0,0,3,0,0,0,3,0
81373,0,0,0,2,0,0,0,0
6874,0,0,1,0,0,0,1,0
39979,0,0,1,0,0,0,1,0
28990,0,0,2,0,0,0,2,0
35855,0,0,2,0,0,0,2,0
86693,0,0,2,0,0,0,2,0
62926,0,0,1,0,0,0,1,0
19298,0,0,1,0,0,0,1,0
69004,0,0,0,0,0,0,0,0
10599,0,0,4,0,0,0,4,0
38780,0,0,1,0,0,0,1,0
32097,0,0,1,0,0,0,1,0
34452,0,0,1,0,0,0,1,0
60445,0,0,1,0,0,0,1,0
19307,0,0,1,0,0,0,1,0
8818,0,0,0,0,0,0,1,0
7835,0,0,1,0,0,0,1,0
42,0,0,0,0,0,0,0,0
68847,0,2,0,0,0,1,0,0
28533,0,0,1,0,0,0,1,0
27820,0,0,4,0,0,0,4,0
35907,0,0,0,1,0,0,0,0
9079,0,0,1,0,0,0,1,0
19541,0,0,1,0,0,0,1,0
4961,0,0,2,0,0,0,2,0
46238,0,0,9,0,0,0,9,0
28620,0,0,1,0,0,0,1,0
15408,0,0,1,0,0,0,1,0
31701,2,0,0,1,50,2,2,0
6527,0,0,0,0,0,0,44,0
19385,0,0,1,0,0,0,1,0
6264,0,0,0,0,0,0,9,0
45534,0,0,2,0,0,0,2,0
25809,0,0,1,0,0,0,1,0
24207,0,0,2,0,0,0,2,0
9305,0,0,1,0,0,0,1,0
39437,0,0,3,0,0,0,3,0
5421,0,0,1,0,0,0,1,0
40971,0,0,1,0,0,0,1,0
29048,0,0,1,0,0,0,1,0
9013,0,0,1,0,0,0,1,0
8159,0,0,2,0,0,0,2,0
17375,0,0,1,0,0,0,1,0
39077,0,0,0,0,0,0,0,0
51841,0,1,0,1,0,0,0,0
28660,0,0,1,0,0,0,1,0
736,0,0,0,0,0,0,1,0
64293,0,0,1,0,0,0,1,0
17177,0,0,1,0,0,0,1,0
44772,0,0,3,0,0,0,3,0
53861,0,0,2,0,0,0,2,0
32040,0,0,1,0,0,0,1,0
3205,0,0,1,0,0,0,1,0
24985,0,0,1,0,0,0,1,0
4850,0,0,1,0,0,0,1,0
32195,0,0,0,1,0,0,0,0
998,0,0,0,0,0,0,7,0
38899,0,0,1,0,0,0,1,0
67129,0,0,0,0,0,0,0,0
71781,0,0,0,0,0,0,0,0
10988,0,0,1,0,0,0,1,0
61828,0,0,1,0,0,0,1,0
52680,0,0,1,0,0,0,1,0
36182,0,0,1,0,0,0,1,0
4284,0,0,0,0,0,0,5,0
2333,15,0,0,1,43,4,4,0
55920,0,0,0,0,0,0,0,0
31133,0,0,1,0,0,0,1,0
7179,0,0,0,1,0,1,1,0
60826,0,0,1,0,0,0,1,0
2704,0,0,1,0,0,0,1,0
38331,0,0,1,0,0,0,1,0
32587,10,0,0,1,0,1,10,0
935,0,0,4,0,0,0,4,0
65160,0,0,1,0,0,0,1,0
8407,0,0,0,0,0,0,7,0
61233,0,0,1,0,0,0,1,0
79806,0,0,1,0,0,0,1,0
47913,0,0,1,0,0,0,1,0
45232,2,0,0,1,0,4,12,0
5650,0,0,0,0,0,0,14,0
17620,2,0,0,1,0,5,10,0
23277,0,0,2,0,0,0,2,0
11552,0,0,1,0,0,0,1,0
62812,0,0,0,0,0,0,0,0
13219,0,0,1,0,0,0,1,0
8780,0,0,0,0,0,0,0,0
64059,0,0,1,0,0,0,1,0
9562,0,0,1,0,0,0,1,0
7420,0,0,0,0,0,0,3,0
18197,0,0,0,0,0,0,0,0
62619,0,0,1,0,0,0,1,0
52869,0,0,0,1,0,0,0,0
27638,4,0,0,4,58,26,6,0
36584,0,0,0,0,0,0,13,0
18930,0,0,4,0,0,0,4,0
32141,0,0,1,0,0,0,1,0
64067,0,0,1,0,0,0,1,0
66622,0,0,1,0,0,0,1,0
37228,2,0,0,1,0,1,1,0
15727,0,0,2,0,0,0,2,0
24202,0,0,1,0,0,0,1,0
7139,0,0,0,0,0,0,7,0
52353,0,0,4,0,0,0,4,0
1472,0,0,0,0,0,0,0,0
6089,0,0,0,0,0,0,0,0
23602,0,0,1,0,0,0,1,0
4725,0,0,3,0,0,0,3,0
29623,0,0,0,0,0,0,0,0
3036,0,0,1,0,0,0,1,0
61343,0,0,1,0,0,0,1,0
91,0,0,1,0,0,0,1,0
4695,0,0,0,0,0,0,0,0
39718,0,0,0,0,0,0,10,0
7799,0,0,2,0,0,0,2,0
40022,0,0,0,0,0,0,0,0
16839,0,0,1,0,0,0,1,0
7253,0,0,0,0,0,0,6,0
7291,0,0,1,0,0,0,1,0
50093,0,0,1,0,0,0,1,0
65762,0,0,1,0,0,0,1,0
36430,0,0,0,1,0,1,1,0
53826,0,0,1,0,0,0,1,0
8657,0,0,1,0,0,0,1,0
24882,0,0,1,0,0,0,1,0
48152,0,0,1,0,0,0,1,0
68011,0,0,1,0,0,0,1,0
46631,0,0,1,0,0,0,1,0
63603,0,0,1,0,0,0,1,0
13336,0,0,1,0,0,0,1,0
1915,0,0,0,0,0,0,14,0
22395,0,0,1,0,0,0,1,0
535,0,0,1,0,0,0,1,0
63556,0,0,2,0,0,0,2,0
11845,0,0,1,0,0,0,1,0
40652,0,0,0,1,0,1,1,0
37499,0,0,2,0,0,0,2,0
15415,0,0,1,0,0,0,1,0
8025,0,0,0,0,0,0,0,0
34660,0,0,1,0,0,0,1,0
47614,0,0,1,0,0,0,1,0
4368,0,0,0,0,0,0,1,0
40648,0,2,0,0,0,0,0,0
26564,0,0,1,0,0,0,1,0
44321,0,0,1,0,0,0,1,0
8520,0,0,2,0,0,0,2,0
54524,0,0,1,0,0,0,1,0
208,0,0,0,0,0,0,8,0
51225,0,0,1,0,0,0,1,0
42759,0,0,3,0,0,0,3,0
3671,0,0,0,0,0,0,2,0
15719,0,0,2,0,0,0,2,0
6383,0,0,0,0,0,0,7,0
41459,0,0,2,0,0,0,2,0
36664,0,0,1,0,0,0,1,0
5080,0,0,0,0,0,0,0,0
9176,0,0,0,0,0,0,0,0
64617,0,0,1,0,0,0,1,0
63798,0,0,1,0,0,0,1,0
25202,0,0,1,0,0,0,1,0
55120,0,0,1,0,0,0,1,0
5650,0,0,0,0,0,0,2,0
47956,0,0,3,0,0,0,3,0
23894,0,0,2,0,0,0,2,0
46906,0,0,0,0,0,0,0,0
40694,0,0,1,0,0,0,1,0
43261,0,0,1,0,0,0,1,0
4286,0,0,0,0,0,0,0,0
24601,0,0,1,0,0,0,1,0
14808,0,0,1,0,0,0,1,0
35080,0,0,0,0,0,0,0,0
24657,0,0,2,0,0,0,2,0
37458,0,0,6,0,0,0,6,0
51883,0,0,3,0,0,0,3,0
9739,0,0,1,0,0,0,1,0
46347,0,0,1,0,0,0,1,0
86609,0,0,1,0,0,0,1,0
6889,0,0,1,0,0,0,1,0
33566,0,0,1,0,0,0,1,0
66580,0,0,0,0,0,0,0,0
7306,0,0,1,0,0,0,1,0
85443,0,0,1,0,0,0,1,0
5418,0,0,0,0,0,0,5,0
41240,0,0,1,0,0,0,1,0
16264,0,0,0,0,0,0,0,0
81395,0,0,1,0,0,0,1,0
58020,37,0,0,2,0,1,1,0
26598,0,0,1,0,0,0,1,0
70782,0,0,1,0,0,0,1,0
45348,0,0,1,0,0,0,1,0
30343,0,0,1,0,0,0,1,0
21388,0,0,1,0,0,0,1,0
47289,0,0,1,0,0,0,1,0
10706,0,0,2,0,0,0,2,0
51069,0,0,1,0,0,0,1,0
49964,0,0,0,2,0,1,1,0
53967,0,0,2,0,0,0,2,0
8441,0,0,1,0,0,0,1,0
26942,0,0,3,0,0,0,3,0
23689,0,0,1,0,0,0,1,0
841,0,0,0,0,0,0,4,0
14476,0,0,3,0,0,0,3,0
119,0,0,0,0,0,0,47,0
4635,0,0,0,0,0,0,4,0
76947,0,0,1,0,0,0,1,0
41460,0,0,2,0,0,0,2,0
66112,0,0,1,0,0,0,1,0
38426,0,0,1,0,0,0,1,0
18329,0,0,1,0,0,0,1,0
57826,0,0,1,0,0,0,1,0
27889,0,0,1,0,0,0,1,0
37978,0,0,0,2,0,2,2,0
8102,0,0,0,2,0,1,1,0
11321,0,0,1,0,0,0,1,0
11758,0,0,1,0,0,0,1,0
7826,0,0,4,0,0,0,4,0
62569,0,0,3,0,0,0,3,0
1665,0,0,0,0,0,0,10,0
4724,0,0,0,0,0,0,2,0
40733,0,0,0,1,0,1,1,0
52599,0,0,1,0,0,0,1,0
69057,0,0,2,0,0,0,2,0
11038,0,0,1,0,0,0,1,0
23090,0,0,1,0,0,0,1,0
3948,0,0,2,0,0,0,2,0
2838,0,0,0,0,0,0,0,0
55799,0,0,1,0,0,0,1,0
13357,0,0,1,0,0,0,1,0
31779,0,0,1,0,0,0,1,0
3392,0,0,2,0,0,0,2,0
4190,0,0,0,0,0,0,1,0
44502,0,0,1,0,0,0,1,0
21926,0,0,1,0,0,0,1,0
10485,0,0,1,0,0,0,1,0
70448,2,0,0,4,0,37,2,0
12204,0,0,3,0,0,0,3,0
14354,0,0,1,0,0,0,1,0
53056,0,0,0,1,0,0,0,0
30356,0,0,1,0,0,0,1,0
39787,0,0,4,0,0,0,4,0
21582,0,0,0,0,0,0,0,0
7847,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,7,0
26580,0,0,1,0,0,0,1,0
38913,0,0,1,0,0,0,1,0
16434,0,0,1,0,0,0,1,0
30159,0,0,0,0,0,0,0,0
2471,4,0,0,1,0,2,2,0
74614,0,0,1,0,0,0,1,0
6163,0,0,0,1,0,1,4,0
3955,0,0,0,0,0,0,21,0
23820,0,0,1,0,0,0,1,0
13816,0,0,1,0,0,0,1,0
19043,2,0,0,1,0,1,1,0
62669,0,0,2,0,0,0,2,0
33324,0,0,0,2,0,0,0,0
15444,0,0,1,0,0,0,1,0
853,0,0,0,0,0,0,4,0
31762,0,0,1,0,0,0,1,0
17213,0,0,0,1,0,0,0,0
1847,0,1,0,1,0,4,0,0
3863,0,0,0,0,0,0,0,0
10192,2,0,0,2,0,7,2,0
50750,3,0,0,1,0,3,5,0
34328,1,0,0,2,54,12,7,0
74132,0,0,1,0,0,0,1,0
3234,0,0,1,0,0,0,1,0
1492,0,0,1,0,0,0,1,0
52127,0,0,1,0,0,0,1,0
4111,0,0,0,0,0,0,3,0
9656,0,0,1,0,0,0,1,0
41228,3,0,0,1,50,4,4,0
40037,5,0,0,1,0,3,3,0
14569,0,0,1,0,0,0,1,0
52190,5,0,0,2,0,1,2,0
4141,0,0,1,0,0,0,1,0
21805,0,0,1,0,0,0,1,0
55098,0,0,0,1,0,0,0,0
1866,0,0,1,0,0,0,1,0
50749,1,0,0,2,0,1,3,0
4882,0,0,1,0,0,0,1,0
8273,0,0,1,0,0,0,1,0
60368,0,0,1,0,0,0,1,0
47547,0,0,1,0,0,0,1,0
56805,0,0,0,0,0,0,0,0
12031,0,0,1,0,0,0,1,0
10731,1,0,0,5,0,13,2,0
47117,0,0,3,0,0,0,3,0
17440,0,0,1,0,0,0,1,0
9208,0,0,0,0,0,0,0,0
17586,0,0,0,0,0,0,0,0
15895,0,0,0,1,0,1,1,0
23095,0,0,2,0,0,0,2,0
2790,0,0,1,0,0,0,1,0
86470,0,0,1,0,0,0,1,0
7969,0,0,1,0,0,0,1,0
57814,0,0,1,0,0,0,1,0
24972,0,0,1,0,0,0,1,0
10746,0,0,5,0,0,0,5,0
1310,0,0,1,0,0,0,1,0
65869,0,0,28,0,0,0,28,0
30358,0,0,5,0,0,0,5,0
47997,0,0,1,0,0,0,1,0
21231,0,0,1,0,0,0,1,0
65505,0,0,0,2,0,2,0,0
4579,0,0,1,0,0,0,1,0
5786,0,0,0,0,0,0,55,0
50987,0,0,1,0,0,0,1,0
59316,0,0,1,0,0,0,1,0
32937,0,0,3,0,0,0,3,0
17417,0,0,1,0,0,0,1,0
24294,0,0,15,0,0,0,15,0
51970,0,0,1,0,0,0,1,0
17786,0,0,1,0,0,0,1,0
14394,1,0,0,2,0,1,1,0
70693,0,0,0,0,0,0,0,0
37705,0,0,0,1,50,2,3,0
7273,0,0,1,0,0,0,1,0
76490,0,0,1,0,0,0,1,0
66596,0,0,0,0,0,0,0,0
48465,0,0,0,0,0,0,0,0
10898,0,0,1,0,0,0,1,0
46169,0,0,1,0,0,0,1,0
20263,0,0,2,0,0,0,2,0
15362,0,0,6,0,0,0,6,0
57203,0,0,1,0,0,0,1,0
13352,0,0,1,0,0,0,1,0
33846,0,0,1,0,0,0,1,0
19421,0,0,1,0,0,0,1,0
26584,0,0,1,0,0,0,1,0
8597,9,0,0,1,50,2,2,0
67445,0,0,4,0,0,0,4,0
66581,0,0,0,0,0,0,0,0
61848,0,0,0,0,0,0,0,0
4916,0,0,0,0,0,0,4,0
57440,0,0,1,0,0,0,1,0
43436,0,0,1,0,0,0,1,0
29219,0,0,1,0,0,0,1,0
17246,0,0,1,0,0,0,1,0
8715,0,0,3,0,0,0,3,0
49659,0,0,1,0,0,0,1,0
84319,0,0,1,0,0,0,1,0
2653,0,0,0,0,0,0,35,0
8077,0,0,2,0,0,0,2,0
4057,0,0,0,0,0,0,3,0
61150,0,0,1,0,0,0,1,0
6007,0,0,2,0,0,0,2,0
10578,1,0,0,1,0,1,1,0
5267,0,0,0,2,0,0,0,0
3967,0,0,0,0,0,0,16,0
330,0,0,0,0,0,0,16,0
4609,0,0,1,0,0,0,1,0
41961,0,0,1,0,0,0,1,0
55071,0,0,1,0,0,0,1,0
122,0,0,0,0,0,0,5,0
21845,0,0,1,0,0,0,1,0
23042,0,0,1,0,0,0,1,0
55955,0,0,1,0,0,0,1,0
5045,0,0,1,0,0,0,1,0
82168,0,0,8,0,0,0,8,0
40705,0,0,1,0,0,0,1,0
2525,0,0,0,0,0,0,2,0
47147,3,0,0,3,0,52,4,0
31948,0,0,1,0,0,0,1,0
36681,0,0,1,0,0,0,1,0
43151,0,0,1,0,0,0,1,0
60609,0,0,0,0,0,0,40,0
5112,0,0,0,0,0,0,12,0
69801,0,0,1,0,0,0,1,0
7976,0,0,0,0,0,0,4,0
9051,0,0,0,0,0,0,0,0
59611,0,0,1,0,0,0,1,0
2354,0,0,1,0,0,0,1,0
54787,0,0,2,0,0,0,2,0
6964,0,0,1,0,0,0,1,0
9806,0,0,0,0,0,0,0,0
46745,0,0,1,0,0,0,1,0
63232,0,0,10,0,0,0,10,0
50320,0,0,3,0,0,0,3,0
25442,0,0,1,0,0,0,1,0
43725,1,0,0,1,44,3,8,0
38659,8,0,0,3,0,25,3,0
5225,0,0,0,0,0,0,7,0
7257,0,0,1,0,0,0,1,0
6801,0,0,1,0,0,0,1,0
32700,0,0,2,0,0,0,2,0
40179,0,0,0,1,0,10,10,0
3552,0,0,1,0,0,0,1,0
6123,0,0,0,0,0,0,2,0
4150,0,0,1,0,0,0,1,0
42792,0,0,1,0,0,0,1,0
37877,0,0,0,1,53,3,5,0
45250,0,0,1,0,0,0,1,0
55178,0,0,1,0,0,0,1,0
23112,0,0,1,0,0,0,1,0
5996,0,0,0,0,0,0,2,0
34579,5,0,0,1,50,4,4,0
77123,0,0,2,0,0,0,2,0
27467,3,0,0,1,0,1,1,0
34307,0,0,1,0,0,0,1,0
11119,0,0,4,0,0,0,4,0
34058,0,0,1,0,0,0,1,0
11506,0,0,1,0,0,0,1,0
18496,0,0,1,0,0,0,1,0
41063,0,0,1,0,0,0,1,0
81761,0,0,1,0,0,0,1,0
19019,0,0,1,0,0,0,1,0
45274,0,0,1,0,0,0,1,0
3516,0,0,0,0,0,0,1,0
42237,0,0,1,0,0,0,1,0
31864,0,0,1,0,0,0,1,0
20401,0,0,2,0,0,0,2,0
12108,0,0,1,0,0,0,1,0
7713,0,0,1,0,0,0,1,0
706,0,0,0,0,0,0,7,0
11431,0,0,1,0,0,0,1,0
13962,0,0,1,0,0,0,1,0
9239,1,0,0,2,0,1,2,0
8719,0,0,1,0,0,0,1,0
3560,0,0,0,0,0,0,0,0
55699,0,0,1,0,0,0,1,0
1467,0,0,1,0,0,0,1,0
48897,0,0,1,0,0,0,1,0
297,0,0,0,0,0,0,11,0
2578,0,0,0,1,0,2,2,0
3895,0,0,1,0,0,0,1,0
55497,0,0,1,0,0,0,1,0
58429,0,0,3,0,0,0,3,0
7859,0,0,0,0,0,0,40,0
39262,0,0,0,1,0,1,2,0
34717,0,0,1,0,0,0,1,0
40829,0,0,1,0,0,0,1,0
9242,0,0,1,0,0,0,1,0
31776,0,0,1,0,0,0,1,0
1141,0,0,0,0,0,0,18,0
8636,0,0,1,0,0,0,1,0
1810,0,0,0,0,0,0,8,0
4737,0,0,1,0,0,0,1,0
31205,0,0,1,0,0,0,1,0
4035,1,1,0,0,0,7,0,0
45676,0,0,0,1,0,2,4,0
18544,0,0,5,0,0,0,5,0
5582,0,0,0,0,0,0,6,0
53444,0,0,24,0,0,0,24,0
4872,0,0,0,0,0,0,7,0
34144,0,0,1,0,0,0,1,0
