,cbo,noc,cyclomatic,dit,lcom,rfc,wmc,designDefect
7934,0,0,0,0,0,0,2,0
8521,0,0,2,0,0,0,2,0
32172,0,0,1,0,0,0,1,0
60866,0,0,1,0,0,0,1,0
4444,0,0,0,3,0,0,0,0
20714,0,0,4,0,0,0,4,0
7434,2,0,0,1,0,2,3,0
4119,0,0,1,0,0,0,1,0
68071,0,0,3,0,0,0,3,0
4846,0,0,1,0,0,0,1,0
16111,0,0,2,0,0,0,2,0
8497,0,0,2,0,0,0,2,0
7641,2,0,0,2,0,1,1,0
1577,6,0,0,1,0,1,2,0
59075,1,0,0,2,0,5,1,0
37597,0,0,1,0,0,0,1,0
22957,0,0,2,0,0,0,2,0
6322,0,0,1,0,0,0,1,0
7749,3,0,0,1,0,1,1,0
28029,0,0,1,0,0,0,1,0
7109,0,0,0,1,0,1,1,0
1658,0,0,0,0,0,0,0,0
3639,0,0,0,0,0,0,14,0
56078,0,0,1,0,0,0,1,0
59955,0,0,1,0,0,0,1,0
45058,0,0,1,0,0,0,1,0
66938,0,0,0,0,0,0,0,0
34902,0,0,2,0,0,0,2,0
46903,0,0,3,0,0,0,3,0
54536,0,0,1,0,0,0,1,0
66880,0,0,0,0,0,0,0,0
49531,0,0,2,0,0,0,2,0
6586,0,0,0,0,0,0,1,0
51068,0,0,1,0,0,0,1,0
66390,2,0,0,2,0,2,4,0
25302,0,0,1,0,0,0,1,0
24355,16,0,0,1,5,2,18,0
8159,0,0,0,0,0,0,1,0
4025,0,0,1,0,0,0,1,0
29837,0,0,1,0,0,0,1,0
8547,5,0,0,1,0,2,5,0
51937,0,0,1,0,0,0,1,0
66973,0,0,12,0,0,0,12,0
52472,0,0,2,0,0,0,2,0
23800,0,0,1,0,0,0,1,0
46911,0,0,1,0,0,0,1,0
939,0,0,0,0,0,0,7,0
3412,1,0,0,1,0,1,1,0
15348,0,0,1,0,0,0,1,0
31711,0,0,1,0,0,0,1,0
34116,0,0,0,0,0,0,0,0
18490,0,0,3,0,0,0,3,0
53180,0,0,1,0,0,0,1,0
1620,0,0,0,0,0,0,0,0
4352,0,0,0,0,0,0,19,0
61516,2,0,0,3,0,6,2,0
35794,0,0,1,0,0,0,1,0
30648,0,0,0,0,0,0,0,0
38188,0,0,1,0,0,0,1,0
4420,0,0,1,0,0,0,1,0
47656,0,0,1,0,0,0,1,0
25701,0,0,3,0,0,0,3,0
47171,0,0,1,0,0,0,1,0
4240,0,0,1,0,0,0,1,0
81735,0,0,1,0,0,0,1,0
61614,0,0,1,0,0,0,1,0
28352,0,0,1,0,0,0,1,0
61831,0,0,1,0,0,0,1,0
44035,0,0,1,0,0,0,1,0
36649,0,0,0,0,0,0,0,0
37733,0,1,0,0,0,1,0,0
43875,0,0,0,0,0,0,0,0
56423,0,0,1,0,0,0,1,0
2830,0,0,0,0,0,0,2,0
27414,0,0,1,0,0,0,1,0
50107,0,0,1,0,0,0,1,0
61263,0,0,1,0,0,0,1,0
54262,0,0,10,0,0,0,10,0
55417,0,0,2,0,0,0,2,0
44842,0,0,2,0,0,0,2,0
5975,0,0,0,0,0,0,23,0
16590,0,0,1,0,0,0,1,0
7740,0,0,0,0,0,0,0,0
49741,0,0,1,0,0,0,1,0
24465,0,0,0,0,0,0,0,0
24167,0,0,1,0,0,0,1,0
19523,0,0,7,0,0,0,7,0
5832,0,0,0,0,0,0,4,0
50264,0,0,1,0,0,0,1,0
12675,0,0,1,0,0,0,2,0
66363,0,0,1,0,0,0,1,0
44351,0,0,1,0,0,0,1,0
33993,0,0,1,0,0,0,1,0
14570,0,0,2,0,0,0,2,0
9415,0,0,1,0,0,0,1,0
32932,0,0,5,0,0,0,5,0
43124,0,0,1,0,0,0,1,0
23116,0,0,1,0,0,0,1,0
185,0,0,0,0,0,0,21,0
40470,0,1,0,0,0,2,0,0
82755,0,0,0,0,0,2,0,0
59610,0,0,1,0,0,0,1,0
1110,0,0,0,0,0,0,26,0
70117,0,0,3,0,0,0,3,0
48290,0,0,1,0,0,0,1,0
667,0,0,0,0,0,0,2,0
18944,0,0,1,0,0,0,1,0
45317,0,0,1,0,0,0,1,0
13391,0,0,1,0,0,0,1,0
26592,4,0,0,1,0,6,6,0
3421,0,0,1,0,0,0,1,0
35224,0,0,0,0,0,0,0,0
3523,0,0,0,0,0,0,29,0
83963,0,0,1,0,0,0,1,0
23398,0,0,3,0,0,0,3,0
74186,0,0,1,0,0,0,1,0
53201,0,1,0,0,0,4,0,0
25755,0,0,3,0,0,0,3,0
52607,0,0,6,0,0,0,6,0
58620,0,0,1,0,0,0,1,0
28081,0,0,10,0,0,0,10,0
4528,0,0,0,0,0,0,5,0
20334,0,0,0,0,0,0,0,0
49729,0,0,2,0,0,0,2,0
76357,0,0,3,0,0,0,3,0
2497,0,0,0,1,0,0,0,0
662,0,0,0,0,0,0,33,0
65267,0,0,1,0,0,0,1,0
60755,0,0,2,0,0,0,2,0
19213,0,0,1,0,0,0,1,0
29886,0,0,2,0,0,0,2,0
86661,0,0,1,0,0,0,1,0
41932,0,0,1,0,0,0,1,0
17272,0,0,0,0,0,0,0,0
67815,0,0,1,0,0,0,1,0
57889,0,0,1,0,0,0,1,0
54704,0,0,0,0,0,0,0,0
28024,4,0,0,2,0,23,19,0
49791,0,0,6,0,0,0,6,0
29875,0,0,1,0,0,0,1,0
71364,0,0,1,0,0,0,1,0
16468,0,0,15,0,0,0,15,0
58157,0,1,0,0,0,2,0,0
82948,0,0,0,0,0,0,0,0
59573,0,0,1,0,0,0,1,0
35715,10,0,0,1,0,1,4,0
4909,0,0,1,0,0,0,1,0
9139,0,0,0,0,0,0,0,0
51425,0,0,1,0,0,0,1,0
25063,0,0,1,0,0,0,1,0
25806,3,0,0,2,0,1,2,0
35641,0,0,16,0,0,0,16,0
66633,0,0,0,0,0,0,0,0
26650,0,0,16,0,0,0,16,0
20957,0,0,1,0,0,0,1,0
59001,0,0,0,0,0,0,0,0
51761,0,0,1,0,0,0,1,0
42839,0,0,1,0,0,0,1,0
45083,0,0,1,0,0,0,1,0
34461,0,0,1,0,0,0,1,0
68495,0,0,1,0,0,0,1,0
51863,0,0,1,0,0,0,1,0
75138,0,0,1,0,0,0,1,0
53032,0,0,0,0,0,0,0,0
48309,3,0,0,1,0,2,3,0
16450,0,0,1,0,0,0,1,0
31296,0,0,0,1,0,1,1,0
38671,0,0,0,0,0,0,0,0
14253,0,0,4,0,0,0,4,0
22403,0,0,1,0,0,0,1,0
42894,0,0,2,0,0,0,2,0
32562,6,0,0,2,0,25,2,0
61250,0,0,0,2,0,1,2,0
37995,0,0,0,0,0,0,20,0
81492,0,0,0,0,0,0,0,0
41769,0,0,2,0,0,0,2,0
855,0,0,0,0,0,0,0,0
53363,0,0,0,0,0,0,0,0
21167,0,0,1,0,0,0,1,0
32870,0,0,0,2,0,14,4,0
2312,0,0,0,0,0,0,3,0
22663,0,0,1,0,0,0,1,0
63006,0,0,1,0,0,0,1,0
47943,0,0,1,0,0,0,1,0
49518,0,0,0,1,0,0,0,0
48104,3,0,0,3,0,5,2,0
31021,6,0,0,2,37,11,4,0
10321,0,0,2,0,0,0,2,0
11216,0,0,2,0,0,0,2,0
29286,0,0,1,0,0,0,1,0
32996,0,0,1,0,0,0,1,0
3077,0,0,1,0,0,0,1,0
3412,0,0,0,0,0,0,10,0
54784,0,0,1,0,0,0,1,0
4566,0,0,2,0,0,0,2,0
25591,0,0,1,0,0,0,1,0
68096,0,0,1,0,0,0,1,0
22283,0,0,1,0,0,0,1,0
41903,0,0,1,0,0,0,1,0
38127,0,3,0,0,0,1,0,0
54588,0,0,1,0,0,0,1,0
14948,0,0,4,0,0,0,4,0
27796,0,0,2,0,0,0,2,0
33061,0,0,1,0,0,0,1,0
4972,6,0,0,1,55,17,18,0
65264,0,0,1,0,0,0,1,0
70627,0,0,1,0,0,0,1,0
3171,0,0,1,0,0,0,1,0
67258,0,0,0,0,0,0,0,0
44607,0,0,1,0,0,0,1,0
39769,0,0,0,0,0,0,8,0
61071,0,0,1,0,0,0,1,0
44320,0,0,1,0,0,0,1,0
2090,0,0,0,0,0,0,19,0
52412,0,0,1,0,0,0,1,0
34865,0,0,1,0,0,0,1,0
27006,2,2,0,1,0,3,0,0
27308,0,0,1,0,0,0,1,0
12128,0,0,1,0,0,0,1,0
6589,0,0,2,0,0,0,2,0
55666,0,0,3,0,0,0,3,0
38055,0,0,1,0,0,0,1,0
55610,0,0,1,0,0,0,1,0
2588,0,0,0,0,0,0,0,0
44696,0,0,5,0,0,0,5,0
29455,0,0,0,0,0,0,0,0
41527,0,0,1,0,0,0,1,0
26894,0,0,1,0,0,0,1,0
11739,0,0,2,0,0,0,2,0
27415,0,0,1,0,0,0,1,0
1155,0,0,0,0,0,0,50,0
7903,0,0,0,0,0,0,2,0
15352,0,0,1,0,0,0,1,0
30671,0,0,0,0,0,0,31,0
31408,0,0,1,0,0,0,1,0
1290,0,0,0,0,0,0,2,0
1193,0,0,0,0,0,0,1,0
39768,0,0,1,0,0,0,1,0
3554,0,0,1,0,0,0,1,0
33873,0,0,6,0,0,0,6,0
5243,0,0,0,0,0,0,21,0
11647,0,0,1,0,0,0,1,0
45554,0,0,1,0,0,0,1,0
84871,0,0,10,0,0,0,10,0
6253,0,0,0,1,33,3,3,0
78176,0,0,2,0,0,0,2,0
64404,0,0,0,1,50,2,2,0
15876,0,0,7,0,0,0,7,0
19702,6,0,0,1,0,1,1,0
35888,0,0,1,0,0,0,1,0
36129,0,0,1,0,0,0,1,0
64217,0,0,1,0,0,0,1,0
18598,0,0,1,0,0,0,1,0
41173,0,0,1,0,0,0,1,0
25595,0,0,1,0,0,0,1,0
12565,0,0,1,0,0,0,1,0
5061,0,0,0,0,0,0,48,0
45012,0,0,1,0,0,0,1,0
26352,0,0,3,0,0,0,3,0
44437,0,0,2,0,0,0,2,0
14526,0,0,0,2,0,1,1,0
58068,0,0,2,0,0,0,2,0
44950,0,0,1,0,0,0,1,0
57634,5,0,0,2,50,3,6,0
70670,0,0,1,0,0,0,1,0
7304,0,0,2,0,0,0,2,0
7454,0,0,1,0,0,0,1,0
59483,0,0,0,0,0,0,0,0
65629,0,0,1,0,0,0,1,0
29639,0,0,3,0,0,0,3,0
47491,0,0,1,0,0,0,1,0
60796,0,0,6,0,0,0,6,0
2737,0,0,0,0,0,0,14,0
2759,0,0,0,0,0,0,3,0
1884,0,0,1,0,0,0,1,0
9435,0,0,1,0,0,0,1,0
50962,0,0,1,0,0,0,1,0
38877,0,0,1,0,0,0,1,0
60546,0,0,1,0,0,0,1,0
76144,0,0,1,0,0,0,1,0
21183,0,0,1,0,0,0,1,0
10103,0,0,1,0,0,0,1,0
12064,1,0,0,2,0,5,1,0
45131,0,0,1,0,0,0,1,0
2956,0,0,0,0,0,0,25,0
44395,0,0,3,0,0,0,3,0
13744,0,0,3,0,0,0,3,0
49529,0,0,1,0,0,0,1,0
44123,0,0,1,0,0,0,1,0
56636,0,0,1,0,0,0,1,0
31476,0,0,0,0,0,0,23,0
15670,0,0,1,0,0,0,1,0
26116,0,0,0,1,0,3,3,0
71636,0,0,1,0,0,0,1,0
24508,0,0,0,0,0,0,0,0
12576,0,0,1,0,0,0,1,0
38752,0,0,1,0,0,0,1,0
2985,0,0,1,0,0,0,1,0
6530,2,0,0,1,0,0,0,0
31187,0,0,3,0,0,0,3,0
68147,1,0,0,1,50,3,3,0
38879,3,0,0,1,50,2,2,0
18035,0,0,1,0,0,0,1,0
17488,0,0,1,0,0,0,1,0
15384,0,0,1,0,0,0,1,0
72240,0,0,0,0,0,0,0,0
8289,0,0,0,0,0,0,0,0
59404,0,0,0,1,0,0,0,0
53176,0,0,1,0,0,0,1,0
5868,0,0,1,0,0,0,1,0
4682,4,0,0,1,0,2,3,0
20745,0,0,6,0,0,0,6,0
52832,0,0,0,0,0,0,0,0
8074,0,0,0,0,0,0,1,0
14838,0,0,1,0,0,0,1,0
15435,0,0,2,0,0,0,2,0
44288,0,0,1,0,0,0,1,0
15586,0,0,1,0,0,0,1,0
4347,0,0,0,0,0,0,14,0
1413,0,0,0,0,0,0,0,0
6879,0,0,0,0,0,0,1,0
43856,0,0,1,0,0,0,1,0
49490,3,0,0,1,40,5,6,0
155,0,0,0,0,0,0,3,0
283,0,0,1,0,0,0,1,0
35757,0,0,1,0,0,0,1,0
1178,0,0,0,0,0,0,3,0
26216,0,0,1,0,0,0,1,0
58202,0,0,1,0,0,0,1,0
78837,0,0,1,0,0,0,1,0
37434,1,0,0,2,0,1,0,0
264,0,0,0,0,0,0,8,0
45625,0,0,1,0,0,0,1,0
2978,0,0,1,0,0,0,1,0
835,0,0,0,0,0,0,1,0
57096,0,0,0,0,0,0,0,0
65883,0,0,1,0,0,0,1,0
48084,0,0,2,0,0,0,2,0
86715,0,0,1,0,0,0,1,0
48330,0,0,1,0,0,0,1,0
24748,0,0,1,0,0,0,1,0
49750,0,0,1,0,0,0,1,0
41784,0,0,1,0,0,0,1,0
4050,2,0,0,1,0,1,1,0
10312,0,0,1,0,0,0,1,0
15068,0,0,1,0,0,0,1,0
43221,0,0,1,0,0,0,1,0
69344,0,0,1,0,0,0,1,0
51930,3,0,0,1,37,8,9,0
8866,0,0,0,0,0,0,0,0
57369,0,0,1,0,0,0,1,0
55026,0,0,1,0,0,0,1,0
59380,0,0,1,0,0,0,1,0
77343,0,0,1,0,0,0,1,0
5900,0,0,0,0,0,0,0,0
47113,0,0,1,0,0,0,1,0
12023,0,0,1,0,0,0,1,0
13176,0,0,0,0,0,0,0,0
36984,0,0,1,0,0,0,1,0
61165,0,0,1,0,0,0,1,0
56413,0,0,0,0,0,0,0,0
20624,0,0,2,0,0,0,2,0
59456,0,0,7,0,0,0,7,0
49804,0,0,1,0,0,0,1,0
67025,0,0,1,0,0,0,1,0
60512,0,0,1,0,0,0,1,0
16730,0,0,1,0,0,0,1,0
65236,0,0,2,0,0,0,2,0
34319,0,0,2,0,0,0,2,0
123,0,0,1,0,0,0,1,0
2427,0,0,0,2,0,2,1,0
33711,0,0,1,0,0,0,1,0
73920,0,0,1,0,0,0,1,0
66007,0,0,1,0,0,0,1,0
54482,0,0,1,0,0,0,1,0
71651,0,0,0,0,0,0,0,0
78556,0,0,1,0,0,0,1,0
8154,2,0,0,2,50,13,11,0
67149,0,0,1,0,0,0,1,0
2979,0,0,2,0,0,0,2,0
59490,2,2,0,2,0,9,0,0
32215,0,0,0,1,0,0,0,0
18875,0,0,1,0,0,0,1,0
17511,0,0,1,0,0,0,1,0
47127,0,0,1,0,0,0,1,0
32795,0,0,0,0,0,0,0,0
5835,0,0,1,0,0,0,1,0
155,0,0,1,0,0,0,1,0
7368,0,0,0,0,0,0,2,0
5512,0,0,1,0,0,0,1,0
64088,1,0,0,1,0,1,1,0
9553,0,0,1,0,0,0,1,0
63344,0,0,0,0,0,0,1,0
24643,0,0,2,0,0,0,2,0
3909,0,0,1,0,0,0,1,0
61210,0,0,0,0,0,0,0,0
50469,0,0,1,0,0,0,1,0
8517,0,0,2,0,0,0,2,0
4811,0,0,0,0,0,0,7,0
8270,0,0,1,0,0,0,1,0
31216,0,0,1,0,0,0,1,0
62311,0,0,1,0,0,0,1,0
41994,0,0,1,0,0,0,1,0
25838,0,0,3,0,0,0,3,0
3714,0,0,1,0,0,0,1,0
5207,0,0,0,0,0,0,3,0
6466,0,0,1,0,0,0,1,0
36732,0,0,1,0,0,0,1,0
16310,0,0,1,0,0,0,1,0
22656,0,0,1,0,0,0,1,0
11116,0,0,0,0,0,0,0,0
50405,0,0,1,0,0,0,1,0
21958,0,0,1,0,0,0,1,0
80424,0,0,5,0,0,0,5,0
41585,0,0,1,0,0,0,1,0
8423,0,0,1,0,0,0,1,0
62931,1,0,0,1,0,1,1,0
4288,0,0,1,0,0,0,1,0
22487,0,0,1,0,0,0,1,0
53267,0,0,1,0,0,0,1,0
16348,0,0,1,0,0,0,1,0
44075,0,0,1,0,0,0,1,0
10957,0,0,1,0,0,0,1,0
86838,0,0,0,0,0,0,0,0
80596,0,0,2,0,0,0,2,0
46535,0,0,1,0,0,0,1,0
59016,0,0,0,0,0,0,0,0
78025,0,0,0,0,0,0,0,0
34935,0,0,0,0,0,0,0,0
46150,0,0,1,0,0,0,1,0
19473,7,0,0,2,0,1,4,0
65145,0,0,1,0,0,0,1,0
34274,0,0,0,1,0,1,1,0
52614,0,0,2,0,0,0,2,0
56753,0,0,2,0,0,0,2,0
65351,0,0,1,0,0,0,1,0
3621,0,0,0,0,0,0,8,0
60312,0,0,1,0,0,0,1,0
59225,3,0,0,1,55,5,6,0
8961,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,5,0
7245,1,2,0,0,0,1,0,0
30304,0,0,1,0,0,0,1,0
4275,0,0,0,0,0,0,8,0
76951,0,0,2,0,0,0,2,0
48909,0,0,2,0,0,0,2,0
55602,0,0,1,0,0,0,1,0
13948,0,0,1,0,0,0,1,0
63947,0,0,1,0,0,0,1,0
34808,0,0,1,0,0,0,1,0
4525,0,0,0,0,0,0,33,0
27790,0,0,4,0,0,0,4,0
11184,0,0,1,0,0,0,1,0
3860,0,0,1,0,0,0,1,0
3295,0,0,2,0,0,0,2,0
64066,0,0,1,0,0,0,1,0
31430,0,0,1,0,0,0,1,0
6695,0,0,0,0,0,0,1,0
27811,0,0,1,0,0,0,1,0
51585,0,0,2,0,0,0,2,0
33952,0,0,1,0,0,0,1,0
5115,0,0,1,0,0,0,1,0
61684,0,0,1,0,0,0,1,0
15630,0,0,1,0,0,0,1,0
85907,0,0,1,0,0,0,1,0
6472,0,0,0,0,0,0,0,0
3285,0,0,1,0,0,0,1,0
67712,0,0,1,0,0,0,1,0
36270,1,0,0,2,0,1,0,0
39488,0,0,4,0,0,0,4,0
18888,0,0,12,0,0,0,12,0
13288,0,0,1,0,0,0,1,0
6807,0,0,1,0,0,0,1,0
51447,0,0,1,0,0,0,1,0
26944,0,0,0,0,0,0,0,0
7554,0,0,2,0,0,0,2,0
3947,1,1,0,0,0,7,0,0
61222,0,0,1,0,0,0,1,0
84178,0,0,1,0,0,0,1,0
5553,0,0,2,0,0,0,2,0
49054,0,0,0,1,0,5,5,0
40320,0,0,1,0,0,0,1,0
66035,0,0,2,0,0,0,2,0
80770,0,0,1,0,0,0,1,0
71710,0,0,1,0,0,0,1,0
67855,0,0,1,0,0,0,1,0
563,0,0,0,0,0,0,12,0
8021,0,0,1,0,0,0,1,0
8669,0,0,1,0,0,0,1,0
77315,0,0,2,0,0,0,2,0
4893,0,0,6,0,0,0,6,0
51246,0,0,0,1,0,1,1,0
13578,0,0,1,0,0,0,1,0
28060,0,0,1,0,0,0,1,0
49495,0,0,1,0,0,0,1,0
75715,0,0,1,0,0,0,1,0
25950,0,0,0,0,0,0,0,0
18355,0,0,1,0,0,0,1,0
11607,0,0,1,0,0,0,1,0
16721,0,0,2,0,0,0,2,0
49088,0,0,1,0,0,0,1,0
46790,0,0,1,0,0,0,1,0
57798,0,0,1,0,0,0,1,0
34868,0,0,0,2,0,3,1,0
73566,0,0,3,0,0,0,3,0
2965,0,0,0,0,0,0,7,0
59412,0,0,1,0,0,0,1,0
9272,0,0,1,0,0,0,1,0
4262,0,0,0,0,0,0,0,0
14009,0,0,2,0,0,0,2,0
877,0,0,0,0,0,0,2,0
1698,0,0,1,0,0,0,1,0
29571,0,0,1,0,0,0,1,0
70696,1,2,0,2,33,6,3,0
61769,0,0,3,0,0,0,3,0
283,0,0,0,0,0,0,21,0
67751,0,0,2,0,0,0,2,0
21597,0,0,0,0,0,0,0,0
71954,0,0,0,0,0,0,0,0
49665,0,0,1,0,0,0,1,0
2670,0,0,9,0,0,0,9,0
641,0,0,0,0,0,0,2,0
494,0,0,1,0,0,0,1,0
5175,0,0,2,0,0,0,2,0
52158,0,0,1,0,0,0,1,0
32271,1,0,0,2,0,9,1,0
29849,0,0,1,0,0,0,1,0
2227,0,0,2,0,0,0,2,0
14806,0,0,0,1,0,4,6,0
35441,0,0,1,0,0,0,1,0
33650,0,0,0,0,0,0,0,0
16930,0,0,1,0,0,0,1,0
63879,0,0,3,0,0,0,3,0
17141,0,0,2,0,0,0,2,0
67831,0,0,0,1,25,2,2,0
17167,4,0,0,1,50,4,4,0
80856,0,0,0,0,0,0,0,0
54339,0,0,1,0,0,0,1,0
21548,0,0,0,0,0,0,0,0
6719,0,1,0,1,0,0,0,0
23042,0,0,1,0,0,0,1,0
12095,0,0,1,0,0,0,1,0
32432,0,0,1,0,0,0,1,0
67648,0,0,1,0,0,0,1,0
463,0,0,0,0,0,0,8,0
46526,0,0,0,1,0,0,0,0
59035,0,0,1,0,0,0,1,0
5202,0,0,0,0,0,0,5,0
4071,0,0,0,0,0,0,0,0
50121,0,0,5,0,0,0,5,0
4715,0,0,0,0,0,0,15,0
56160,0,0,1,0,0,0,1,0
1357,0,0,1,0,0,0,1,0
5946,5,0,0,2,50,11,2,0
11943,0,0,1,0,0,0,1,0
31997,0,0,2,0,0,0,2,0
47964,0,0,1,0,0,0,1,0
25254,0,0,1,0,0,0,1,0
59007,0,0,1,0,0,0,1,0
57763,0,0,1,0,0,0,1,0
15312,0,0,1,0,0,0,1,0
16573,0,0,1,0,0,0,1,0
2764,0,0,1,0,0,0,1,0
34181,0,0,1,0,0,0,1,0
49618,0,0,1,0,0,0,1,0
59734,0,0,1,0,0,0,1,0
77973,3,0,0,3,33,22,7,0
45918,0,0,1,0,0,0,1,0
43646,0,0,1,0,0,0,1,0
5657,0,0,0,1,0,0,0,0
7523,0,0,1,0,0,0,1,0
65407,0,0,1,0,0,0,1,0
1514,0,0,0,0,0,0,13,0
20487,0,0,1,0,0,0,1,0
26195,0,0,1,0,0,0,1,0
43068,0,0,1,0,0,0,1,0
67445,0,0,0,1,0,0,0,0
17943,0,0,1,0,0,0,1,0
79565,0,0,1,0,0,0,1,0
61555,0,0,1,0,0,0,1,0
62570,0,0,1,0,0,0,1,0
2985,0,0,0,0,0,0,24,0
45358,0,0,1,0,0,0,1,0
74110,0,0,1,0,0,0,1,0
66122,0,0,2,0,0,0,2,0
15795,0,0,4,0,0,0,4,0
14597,0,0,1,0,0,0,1,0
49274,0,0,1,0,0,0,1,0
40300,11,0,0,2,0,6,1,0
27578,2,0,0,3,0,9,1,0
21977,0,0,1,0,0,0,1,0
8548,0,0,0,0,0,0,1,0
37464,0,0,1,0,0,0,1,0
8088,0,0,0,0,0,0,2,0
78065,0,0,9,0,0,0,9,0
38726,0,0,1,0,0,0,1,0
53017,0,0,0,0,0,0,0,0
31027,0,0,1,0,0,0,1,0
1530,0,0,0,0,0,0,3,0
21702,0,0,0,0,0,0,0,0
22529,6,0,0,2,0,16,16,0
41079,4,0,0,1,0,1,4,0
14142,0,0,1,0,0,0,1,0
38969,0,0,1,0,0,0,2,0
68175,1,0,0,1,33,3,11,0
9135,0,0,0,0,0,0,0,0
48450,0,0,1,0,0,0,1,0
18216,0,0,0,2,0,0,0,0
24554,0,0,1,0,0,0,1,0
6303,0,0,1,0,0,0,1,0
33673,0,0,1,0,0,0,1,0
13662,0,0,0,3,0,29,1,0
66417,0,0,0,0,0,0,13,0
32808,0,0,0,0,0,0,0,0
57928,0,0,1,0,0,0,1,0
45713,0,0,0,0,0,0,11,0
20194,0,0,2,0,0,0,2,0
5495,0,0,0,0,0,0,8,0
6080,0,0,1,0,0,0,1,0
114,0,0,0,0,0,0,6,0
20589,0,0,2,0,0,0,2,0
1658,0,0,1,0,0,0,1,0
31139,15,0,0,2,53,17,6,0
7780,4,0,0,2,33,14,4,0
3137,0,0,1,0,0,0,1,0
33529,0,1,0,0,0,1,0,0
4984,0,0,0,0,0,0,2,0
11067,0,0,1,0,0,0,1,0
3584,0,0,2,0,0,0,2,0
60102,0,0,0,0,0,0,18,0
12507,0,0,0,0,0,0,0,0
17060,0,0,0,1,0,0,0,0
4539,0,0,2,0,0,0,2,0
9668,0,0,0,0,0,0,0,0
8274,0,0,0,0,0,0,26,0
86212,0,0,1,0,0,0,1,0
45714,0,0,0,1,0,1,2,0
22230,0,0,1,0,0,0,1,0
46790,0,0,2,0,0,0,2,0
8586,0,0,0,0,0,0,0,0
53470,0,0,1,0,0,0,1,0
36791,0,0,13,0,0,0,13,0
6960,0,0,1,0,0,0,1,0
16906,0,0,1,0,0,0,1,0
12923,0,0,1,0,0,0,1,0
9289,0,0,2,0,0,0,2,0
3523,0,0,0,0,0,0,0,0
60627,0,0,1,0,0,0,1,0
48027,0,0,1,0,0,0,1,0
11214,0,0,0,0,0,0,0,0
56384,0,0,0,1,0,0,0,0
57513,0,0,1,0,0,0,1,0
62550,0,0,1,0,0,0,1,0
39279,0,0,1,0,0,0,1,0
69658,1,0,0,1,0,1,1,0
2343,0,0,0,0,0,0,9,0
49717,0,0,1,0,0,0,1,0
5503,0,0,1,0,0,0,1,0
8779,0,0,9,0,0,0,9,0
37568,0,0,1,0,0,0,1,0
55085,0,1,0,0,0,5,0,0
60293,0,0,2,0,0,0,2,0
6117,1,0,0,1,0,1,1,0
27560,0,0,6,0,0,0,6,0
80113,0,0,0,0,0,0,0,0
31055,0,0,1,0,0,0,1,0
62193,0,0,6,0,0,0,6,0
56246,0,0,1,0,0,0,1,0
19130,0,0,2,0,0,0,2,0
6414,0,0,1,0,0,0,1,0
36400,0,0,1,0,0,0,1,0
74772,0,0,1,0,0,0,1,0
22415,0,0,1,0,0,0,1,0
23524,0,0,1,0,0,0,1,0
6875,0,0,1,0,0,0,1,0
62928,0,0,1,0,0,0,1,0
16874,1,0,0,2,0,1,2,0
8326,0,0,0,0,0,0,9,0
16343,0,0,1,0,0,0,1,0
72404,0,0,0,0,0,0,5,0
645,0,0,0,0,0,0,7,0
64412,0,0,0,1,0,3,3,0
65227,0,2,0,0,0,3,0,0
21314,0,0,3,0,0,0,3,0
67832,0,0,1,0,0,0,1,0
5795,0,0,1,0,0,0,1,0
56299,0,0,2,0,0,0,3,0
52453,0,0,1,0,0,0,1,0
41803,0,0,0,0,0,0,0,0
2398,0,0,0,0,0,0,5,0
15105,0,0,0,0,0,0,19,0
37448,0,0,16,0,0,0,16,0
13973,0,0,1,0,0,0,1,0
85170,0,0,1,0,0,0,1,0
38552,0,0,1,0,0,0,1,0
16457,0,0,0,1,0,1,1,0
40394,0,0,1,0,0,0,1,0
2714,0,0,0,0,0,0,2,0
79117,0,0,2,0,0,0,2,0
3096,0,0,0,0,0,0,7,0
6835,0,0,2,0,0,0,2,0
11822,0,0,0,2,0,5,2,0
9024,0,0,1,0,0,0,1,0
16605,0,0,1,0,0,0,1,0
18961,0,0,1,0,0,0,1,0
2966,0,0,0,0,0,0,4,0
4952,0,0,2,0,0,0,2,0
57317,3,0,0,1,0,3,5,0
520,0,0,0,0,0,0,13,0
70566,0,0,1,0,0,0,1,0
5351,0,0,1,0,0,0,1,0
34734,0,0,1,0,0,0,1,0
20305,0,0,2,0,0,0,2,0
10463,0,0,2,0,0,0,2,0
27435,0,0,2,0,0,0,2,0
9575,0,0,1,0,0,0,1,0
9875,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,5,0
5321,0,0,1,0,0,0,1,0
4104,0,0,0,0,0,0,1,0
45698,0,0,1,0,0,0,1,0
39903,0,0,1,0,0,0,1,0
34501,0,0,1,0,0,0,1,0
5135,0,2,0,2,0,0,0,0
19524,0,0,3,0,0,0,3,0
47590,0,0,1,0,0,0,1,0
40122,0,0,1,0,0,0,1,0
81994,0,0,1,0,0,0,1,0
40223,0,0,0,2,41,4,4,0
16704,0,0,0,0,0,0,0,0
32965,0,0,1,0,0,0,1,0
71392,0,0,1,0,0,0,1,0
69578,0,0,1,0,0,0,1,0
59076,0,0,1,0,0,0,1,0
54655,0,0,2,0,0,0,2,0
26040,0,0,1,0,0,0,1,0
