Kind,Name,CountClassCoupled,CountLineCode,Cyclomatic,SumCyclomatic,MaxInheritanceTree,PercentLackOfCohesion
Public Method,"org.apache.tools.ant.types.resources.BCFileSet.iterator",,9,2,2,,
Public Method,"org.apache.tools.ant.types.resources.BCFileSet.size",,7,2,2,,
Public Class,"org.apache.tools.ant.types.resources.BZip2Resource",2,28,,8,7,60
Public Constructor,"org.apache.tools.ant.types.resources.BZip2Resource.BZip2Resource",,2,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.BZip2Resource.BZip2Resource",,3,1,1,,
Protected Method,"org.apache.tools.ant.types.resources.BZip2Resource.getCompressionName",,3,1,1,,
Protected Method,"org.apache.tools.ant.types.resources.BZip2Resource.wrapStream",,8,3,3,,
Protected Method,"org.apache.tools.ant.types.resources.BZip2Resource.wrapStream",,6,2,2,,
Public Abstract Class,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer",4,137,,36,3,72
Public Constructor,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.BaseResourceCollectionContainer",,2,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.BaseResourceCollectionContainer",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.add",,18,5,5,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.addAll",,10,3,3,,
Private Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.cacheCollection",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.clear",,9,2,2,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.clone",,11,2,2,,
Protected Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.dieOnCircularReference",,16,5,5,,
Protected Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.getCheckedRef",,3,1,1,,
Protected Abstract Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.getCollection",,1,0,0,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.getResourceCollections",,4,1,1,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.isCache",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.isFilesystemOnly",,11,3,4,,
Lambda Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.isFilesystemOnly.(lambda_expr_1)",,1,1,1,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.iterator",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.setCache",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.size",,8,2,2,,
Public Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.toString",,10,3,3,,
Public Abstract Class,"org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper",0,19,,4,4,66
Private Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper.cacheCollection",,6,2,2,,
Protected Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper.createIterator",,3,1,1,,
Protected Abstract Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper.getCollection",,1,0,0,,
Protected Method,"org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper.getSize",,3,1,1,,
Public Abstract Class,"org.apache.tools.ant.types.resources.CompressedResource",0,12,,3,6,0
Protected Constructor,"org.apache.tools.ant.types.resources.CompressedResource.CompressedResource",,3,1,1,,
Protected Constructor,"org.apache.tools.ant.types.resources.CompressedResource.CompressedResource",,2,1,1,,
Protected Abstract Method,"org.apache.tools.ant.types.resources.CompressedResource.getCompressionName",,1,0,0,,
Public Method,"org.apache.tools.ant.types.resources.CompressedResource.toString",,3,1,1,,
Public Abstract Class,"org.apache.tools.ant.types.resources.ContentTransformingResource",3,66,,18,5,85
Protected Constructor,"org.apache.tools.ant.types.resources.ContentTransformingResource.ContentTransformingResource",,2,1,1,,
Protected Constructor,"org.apache.tools.ant.types.resources.ContentTransformingResource.ContentTransformingResource",,3,1,1,,
Public Generic Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.as",,16,5,7,,
Lambda Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.as.(lambda_expr_1)",,4,2,2,,
TypeVariable,"org.apache.tools.ant.types.resources.ContentTransformingResource.as.T",0,0,,0,1,0
Public Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.getInputStream",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.getOutputStream",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.getSize",,17,4,4,,
Protected Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.isAppendSupported",,3,1,1,,
Protected Abstract Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.wrapStream",,2,0,0,,
Protected Abstract Method,"org.apache.tools.ant.types.resources.ContentTransformingResource.wrapStream",,2,0,0,,
Public Class,"org.apache.tools.ant.types.resources.Difference",2,24,,6,4,0
Protected Method,"org.apache.tools.ant.types.resources.Difference.getCollection",,21,6,6,,
Class,"org.apache.tools.ant.types.resources.FailFast",1,66,,18,1,54
Constructor,"org.apache.tools.ant.types.resources.FailFast.FailFast",,13,4,4,,
Private Static Method,"org.apache.tools.ant.types.resources.FailFast.add",,3,1,2,,
Lambda Method,"org.apache.tools.ant.types.resources.FailFast.add.(lambda_expr_1)",,1,1,1,,
Private Static Method,"org.apache.tools.ant.types.resources.FailFast.failFast",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FailFast.hasNext",,7,2,2,,
Static Method,"org.apache.tools.ant.types.resources.FailFast.invalidate",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FailFast.next",,14,3,3,,
Private Static Method,"org.apache.tools.ant.types.resources.FailFast.remove",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FailFast.remove",,3,1,1,,
Public Interface,"org.apache.tools.ant.types.resources.FileProvider",0,3,,0,0,0
Abstract Method,"org.apache.tools.ant.types.resources.FileProvider.getFile",,1,0,0,,
Public Class,"org.apache.tools.ant.types.resources.FileResource",4,225,,65,4,85
Public Constructor,"org.apache.tools.ant.types.resources.FileResource.FileResource",,4,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResource.FileResource",,3,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResource.FileResource",,3,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResource.FileResource",,4,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResource.FileResource",,2,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.compareTo",,23,7,7,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.equals",,15,5,5,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getAppendOutputStream",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getBaseDir",,7,2,2,,
Protected Method,"org.apache.tools.ant.types.resources.FileResource.getCheckedRef",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getFile",,16,4,4,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getInputStream",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getLastModified",,5,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getName",,8,3,3,,
Protected Method,"org.apache.tools.ant.types.resources.FileResource.getNotNullFile",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getOutputStream",,6,2,2,,
Private Method,"org.apache.tools.ant.types.resources.FileResource.getOutputStream",,14,4,4,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getResource",,8,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.getSize",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.hashCode",,6,3,3,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.isDirectory",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.isExists",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.isFilesystemOnly",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.setBaseDir",,4,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.setFile",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.setRefid",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.toString",,10,3,3,,
Public Method,"org.apache.tools.ant.types.resources.FileResource.touch",,9,3,3,,
Public Class,"org.apache.tools.ant.types.resources.FileResourceIterator",4,57,,14,1,79
Public Constructor,"org.apache.tools.ant.types.resources.FileResourceIterator.FileResourceIterator",,3,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResourceIterator.FileResourceIterator",,4,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResourceIterator.FileResourceIterator",,2,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResourceIterator.FileResourceIterator",,3,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResourceIterator.FileResourceIterator",,4,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.FileResourceIterator.FileResourceIterator",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceIterator.addFiles",,9,3,3,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceIterator.hasNext",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceIterator.next",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceIterator.nextResource",,8,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceIterator.remove",,3,1,1,,
Public Class,"org.apache.tools.ant.types.resources.FileResourceTest",3,93,,13,1,0
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.setUp",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testAbsoluteFactoryResource",,8,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testAttributes",,8,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testBasedirAndName",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testEqualsUsesFiles",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testEqualsUsesRelativeNames",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testFile",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testNonImmediateBasedir",,8,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testNonImmediateBasedirAndName",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testParentSiblingFactoryResource",,7,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testProjectAndFilename",,8,1,1,,
Public Method,"org.apache.tools.ant.types.resources.FileResourceTest.testRelativeFactoryResource",,7,1,1,,
Public Class,"org.apache.tools.ant.types.resources.Files",8,248,,63,4,73
Public Constructor,"org.apache.tools.ant.types.resources.Files.Files",,3,1,1,,
Protected Constructor,"org.apache.tools.ant.types.resources.Files.Files",,9,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.appendExcludes",,9,3,3,,
Public Method,"org.apache.tools.ant.types.resources.Files.appendIncludes",,9,3,3,,
Public Method,"org.apache.tools.ant.types.resources.Files.appendSelector",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.clone",,12,3,3,,
Public Method,"org.apache.tools.ant.types.resources.Files.createExclude",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.createExcludesFile",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.createInclude",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.createIncludesFile",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.createPatternSet",,10,2,2,,
Private Method,"org.apache.tools.ant.types.resources.Files.ensureDirectoryScannerSetup",,15,3,3,,
Public Method,"org.apache.tools.ant.types.resources.Files.getDefaultexcludes",,4,2,2,,
Protected Method,"org.apache.tools.ant.types.resources.Files.getRef",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.hasPatterns",,8,2,2,,
Private Method,"org.apache.tools.ant.types.resources.Files.hasPatterns",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.isCaseSensitive",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.isFilesystemOnly",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.isFollowSymlinks",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.iterator",,20,5,5,,
Public Method,"org.apache.tools.ant.types.resources.Files.mergeExcludes",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.mergeIncludes",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.mergePatterns",,10,2,3,,
Lambda Method,"org.apache.tools.ant.types.resources.Files.mergePatterns.(lambda_expr_1)",,1,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setCaseSensitive",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setDefaultexcludes",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setExcludes",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setExcludesfile",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setFollowSymlinks",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setIncludes",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setIncludesfile",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.Files.setRefid",,12,4,4,,
Public Method,"org.apache.tools.ant.types.resources.Files.size",,8,2,2,,
Public Method,"org.apache.tools.ant.types.resources.Files.toString",,7,3,3,,
Public Class,"org.apache.tools.ant.types.resources.First",0,7,,1,6,0
Protected Method,"org.apache.tools.ant.types.resources.First.getCollection",,4,1,1,,
Public Class,"org.apache.tools.ant.types.resources.GZipResource",0,19,,5,7,0
Public Constructor,"org.apache.tools.ant.types.resources.GZipResource.GZipResource",,2,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.GZipResource.GZipResource",,3,1,1,,
Protected Method,"org.apache.tools.ant.types.resources.GZipResource.getCompressionName",,3,1,1,,
Protected Method,"org.apache.tools.ant.types.resources.GZipResource.wrapStream",,3,1,1,,
Protected Method,"org.apache.tools.ant.types.resources.GZipResource.wrapStream",,3,1,1,,
Public Class,"org.apache.tools.ant.types.resources.ImmutableResourceException",0,9,,2,2,100
Public Constructor,"org.apache.tools.ant.types.resources.ImmutableResourceException.ImmutableResourceException",,3,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.ImmutableResourceException.ImmutableResourceException",,3,1,1,,
Public Class,"org.apache.tools.ant.types.resources.Intersect",1,18,,5,4,0
Protected Method,"org.apache.tools.ant.types.resources.Intersect.getCollection",,15,3,5,,
Lambda Method,"org.apache.tools.ant.types.resources.Intersect.getCollection.(lambda_expr_1)",,1,1,1,,
Lambda Method,"org.apache.tools.ant.types.resources.Intersect.getCollection.(lambda_expr_2)",,1,1,1,,
Public Class,"org.apache.tools.ant.types.resources.JavaConstantResource",0,33,,8,5,0
Protected Method,"org.apache.tools.ant.types.resources.JavaConstantResource.openInputStream",,30,8,8,,
Public Class,"org.apache.tools.ant.types.resources.JavaResource",3,81,,20,5,0
Public Constructor,"org.apache.tools.ant.types.resources.JavaResource.JavaResource",,2,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.JavaResource.JavaResource",,4,1,1,,
Public Method,"org.apache.tools.ant.types.resources.JavaResource.compareTo",,34,10,10,,
Protected Method,"org.apache.tools.ant.types.resources.JavaResource.getCheckedRef",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.JavaResource.getURL",,15,3,3,,
Protected Method,"org.apache.tools.ant.types.resources.JavaResource.openInputStream",,17,4,4,,
Public Class,"org.apache.tools.ant.types.resources.JavaResourceTest",5,26,,4,1,50
Public Method,"org.apache.tools.ant.types.resources.JavaResourceTest.setUp",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.JavaResourceTest.testGetURLOfManifest",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.JavaResourceTest.testIsURLProvider",,4,1,1,,
Public Method,"org.apache.tools.ant.types.resources.JavaResourceTest.testLoadManifest",,6,1,1,,
Public Class,"org.apache.tools.ant.types.resources.Last",2,23,,3,6,0
Protected Method,"org.apache.tools.ant.types.resources.Last.getCollection",,20,3,3,,
Public Class,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest",6,136,,6,1,0
Private Class,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection",1,17,,3,1,66
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection.isFilesystemOnly",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection.iterator",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection.size",,3,1,1,,
Private Class,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceIterator",1,19,,4,1,33
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceIterator.hasNext",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceIterator.next",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceIterator.remove",,3,1,1,,
Private Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.assertOneCreatedIterator",,5,1,1,,
Private Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.assertStringValue",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.testCaching",,34,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.testCachingFailsOnceWrappedCollectionIsExhausted",,20,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.testLazyLoading",,22,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionTest.testLazyLoadingFailsOnceWrappedCollectionIsExhausted",,10,1,1,,
Public Class,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper",3,98,,6,4,77
Lambda Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.(lambda_expr_1)",,1,1,1,,
Private Class,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator",2,34,,7,1,50
Public Constructor,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator.CachedIterator",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator.hasNext",,13,3,3,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator.next",,8,2,2,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator.remove",,3,1,1,,
Private Class,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator",2,34,,8,1,44
Constructor,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator.FilteringIterator",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator.hasNext",,16,5,5,,
Public Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator.next",,8,2,2,,
Protected Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.createIterator",,9,3,3,,
Protected Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.filterResource",,3,1,1,,
Protected Method,"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.getSize",,9,2,2,,
Public Class,"org.apache.tools.ant.types.resources.LogOutputResource",1,20,,4,4,25
Public Constructor,"org.apache.tools.ant.types.resources.LogOutputResource.LogOutputResource",,4,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.LogOutputResource.LogOutputResource",,4,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LogOutputResource.getAppendOutputStream",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.LogOutputResource.getOutputStream",,3,1,1,,
Public Class,"org.apache.tools.ant.types.resources.MappedResource",3,51,,15,5,57
Public Constructor,"org.apache.tools.ant.types.resources.MappedResource.MappedResource",,4,1,1,,
Public Generic Method,"org.apache.tools.ant.types.resources.MappedResource.as",,4,2,2,,
TypeVariable,"org.apache.tools.ant.types.resources.MappedResource.as.T",0,0,,0,1,0
Public Method,"org.apache.tools.ant.types.resources.MappedResource.equals",,10,3,3,,
Public Method,"org.apache.tools.ant.types.resources.MappedResource.getName",,8,3,3,,
Public Method,"org.apache.tools.ant.types.resources.MappedResource.hashCode",,4,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResource.setRefid",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResource.toString",,6,2,2,,
Public Class,"org.apache.tools.ant.types.resources.MappedResourceCollection",8,147,,37,3,76
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.add",,13,3,3,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.add",,3,1,1,,
Private Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.cacheCollection",,6,2,2,,
Private Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.checkInitialized",,8,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.clone",,12,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.createMapper",,13,3,3,,
Protected Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.dieOnCircularReference",,18,5,5,,
Protected Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.getCheckedRef",,3,1,1,,
Private Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.getCollection",,15,3,5,,
Lambda Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.getCollection.(lambda_expr_1)",,4,1,2,,
Lambda Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.getCollection.(lambda_expr_1).(lambda_expr_2)",,1,1,1,,
Lambda Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.getCollection.(lambda_expr_3)",,1,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.isFilesystemOnly",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.iterator",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.setCache",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.setEnableMultipleMappings",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.setRefid",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.size",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MappedResourceCollection.toString",,7,3,3,,
Public Class,"org.apache.tools.ant.types.resources.MultiRootFileSet",8,141,,27,4,78
Public Enum Type,"org.apache.tools.ant.types.resources.MultiRootFileSet.SetType",1,3,,2,1,100
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.SetType.valueOf",,0,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.SetType.values",,0,1,1,,
Private Static Class,"org.apache.tools.ant.types.resources.MultiRootFileSet.Worker",4,39,,8,4,25
Private Constructor,"org.apache.tools.ant.types.resources.MultiRootFileSet.Worker.Worker",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.Worker.isFilesystemOnly",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.Worker.iterator",,15,3,3,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.Worker.size",,10,3,3,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.addConfiguredBaseDir",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.clone",,9,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.isFilesystemOnly",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.iterator",,6,2,2,,
Private Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.merge",,11,3,3,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.setBaseDirs",,10,4,4,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.setCache",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.setDir",,4,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.setRefid",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.setType",,6,2,2,,
Private Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.setup",,5,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.size",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSet.toString",,6,2,2,,
Public Class,"org.apache.tools.ant.types.resources.MultiRootFileSetTest",7,75,,9,2,11
Protected Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.getInstance",,18,1,1,,
Anonymous Class,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.getInstance.(Anon_1)",1,15,,4,5,0
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.getInstance.(Anon_1).getDir",,7,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.getInstance.(Anon_1).setDir",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.setUp",,4,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.testCannotSetBaseDirsThenRefid",,7,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.testCannotSetConfiguredBaseDirThenRefid",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.testCannotSetDir",,5,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.testCannotSetRefidThenBaseDirs",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.testCannotSetRefidThenCache",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.testCannotSetRefidThenConfiguredBaseDir",,6,1,1,,
Public Method,"org.apache.tools.ant.types.resources.MultiRootFileSetTest.testCannotSetRefidThenType",,6,1,1,,
Public Class,"org.apache.tools.ant.types.resources.PropertyResource",4,99,,29,4,92
Anonymous Class,"org.apache.tools.ant.types.resources.PropertyResource.(Anon_1)",0,5,,1,2,0
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.(Anon_1).read",,3,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.PropertyResource.PropertyResource",,4,1,1,,
Public Constructor,"org.apache.tools.ant.types.resources.PropertyResource.PropertyResource",,2,1,1,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.equals",,3,1,1,,
Protected Method,"org.apache.tools.ant.types.resources.PropertyResource.getCheckedRef",,3,1,1,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.getInputStream",,7,3,3,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.getObjectValue",,7,3,3,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.getOutputStream",,9,3,3,,
Protected Method,"org.apache.tools.ant.types.resources.PropertyResource.getReferencedOrProxied",,11,3,3,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.getSize",,7,3,3,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.getValue",,7,3,3,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.hashCode",,6,2,2,,
Public Method,"org.apache.tools.ant.types.resources.PropertyResource.isExists",,6,2,2,,
